Date,BDI_Close,BDI_High,BDI_Low
2003-08-12,2314,2314,2314
2003-08-13,2326,2326,2326
2003-08-14,2336,2336,2336
2003-08-15,2343,2343,2343
2003-08-18,2343,2343,2343
2003-08-19,2340,2340,2340
2003-08-20,2331,2331,2331
2003-08-21,2322,2322,2322
2003-08-22,2314,2314,2314
2003-08-26,2297,2297,2297
2003-08-27,2284,2284,2284
2003-08-28,2272,2272,2272
2003-08-29,2265,2265,2265
2003-09-01,2262,2262,2262
2003-09-02,2265,2265,2265
2003-09-03,2273,2273,2273
2003-09-04,2284,2284,2284
2003-09-05,2304,2304,2304
2003-09-08,2320,2320,2320
2003-09-09,2327,2327,2327
2003-09-10,2341,2341,2341
2003-09-11,2352,2352,2352
2003-09-12,2364,2364,2364
2003-09-15,2379,2379,2379
2003-09-16,2393,2393,2393
2003-09-17,2408,2408,2408
2003-09-18,2431,2431,2431
2003-09-19,2467,2467,2467
2003-09-22,2501,2501,2501
2003-09-23,2539,2539,2539
2003-09-24,2605,2605,2605
2003-09-25,2709,2709,2709
2003-09-26,2796,2796,2796
2003-09-29,2870,2870,2870
2003-09-30,2993,2993,2993
2003-10-01,3138,3138,3138
2003-10-02,3245,3245,3245
2003-10-03,3372,3372,3372
2003-10-06,3529,3529,3529
2003-10-07,3668,3668,3668
2003-10-08,3829,3829,3829
2003-10-09,4049,4049,4049
2003-10-10,4192,4192,4192
2003-10-13,4270,4270,4270
2003-10-14,4299,4299,4299
2003-10-15,4286,4286,4286
2003-10-16,4304,4304,4304
2003-10-17,4363,4363,4363
2003-10-20,4421,4421,4421
2003-10-21,4477,4477,4477
2003-10-22,4514,4514,4514
2003-10-23,4515,4515,4515
2003-10-24,4517,4517,4517
2003-10-27,4539,4539,4539
2003-10-28,4547,4547,4547
2003-10-29,4550,4550,4550
2003-10-30,4560,4560,4560
2003-10-31,4555,4555,4555
2003-11-03,4558,4558,4558
2003-11-04,4524,4524,4524
2003-11-05,4432,4432,4432
2003-11-06,4349,4349,4349
2003-11-07,4308,4308,4308
2003-11-10,4274,4274,4274
2003-11-11,4243,4243,4243
2003-11-12,4205,4205,4205
2003-11-13,4142,4142,4142
2003-11-14,4078,4078,4078
2003-11-17,4046,4046,4046
2003-11-18,4026,4026,4026
2003-11-19,4029,4029,4029
2003-11-20,4076,4076,4076
2003-11-21,4144,4144,4144
2003-11-24,4193,4193,4193
2003-11-25,4257,4257,4257
2003-11-26,4329,4329,4329
2003-11-27,4378,4378,4378
2003-11-28,4417,4417,4417
2003-12-01,4442,4442,4442
2003-12-02,4464,4464,4464
2003-12-03,4484,4484,4484
2003-12-04,4493,4493,4493
2003-12-05,4515,4515,4515
2003-12-08,4526,4526,4526
2003-12-09,4539,4539,4539
2003-12-10,4570,4570,4570
2003-12-11,4608,4608,4608
2003-12-12,4638,4638,4638
2003-12-15,4658,4658,4658
2003-12-16,4668,4668,4668
2003-12-17,4675,4675,4675
2003-12-18,4694,4694,4694
2003-12-19,4721,4721,4721
2003-12-22,4741,4741,4741
2003-12-23,4761,4761,4761
2003-12-24,4765,4765,4765
2004-01-02,4761,4761,4761
2004-01-05,4757,4757,4757
2004-01-06,4764,4764,4764
2004-01-07,4804,4804,4804
2004-01-08,4901,4901,4901
2004-01-09,5046,5046,5046
2004-01-12,5256,5256,5256
2004-01-13,5391,5391,5391
2004-01-14,5459,5459,5459
2004-01-15,5485,5485,5485
2004-01-16,5493,5493,5493
2004-01-19,5481,5481,5481
2004-01-20,5418,5418,5418
2004-01-21,5345,5345,5345
2004-01-22,5299,5299,5299
2004-01-23,5273,5273,5273
2004-01-26,5262,5262,5262
2004-01-27,5276,5276,5276
2004-01-28,5340,5340,5340
2004-01-29,5457,5457,5457
2004-01-30,5551,5551,5551
2004-02-02,5618,5618,5618
2004-02-03,5664,5664,5664
2004-02-04,5681,5681,5681
2004-02-05,5653,5653,5653
2004-02-06,5608,5608,5608
2004-02-09,5545,5545,5545
2004-02-10,5458,5458,5458
2004-02-11,5365,5365,5365
2004-02-12,5276,5276,5276
2004-02-13,5242,5242,5242
2004-02-16,5250,5250,5250
2004-02-17,5290,5290,5290
2004-02-18,5376,5376,5376
2004-02-19,5461,5461,5461
2004-02-20,5516,5516,5516
2004-02-23,5536,5536,5536
2004-02-24,5488,5488,5488
2004-02-25,5394,5394,5394
2004-02-26,5317,5317,5317
2004-02-27,5263,5263,5263
2004-03-01,5205,5205,5205
2004-03-02,5150,5150,5150
2004-03-03,5109,5109,5109
2004-03-04,5135,5135,5135
2004-03-05,5235,5235,5235
2004-03-08,5300,5300,5300
2004-03-09,5344,5344,5344
2004-03-10,5382,5382,5382
2004-03-11,5384,5384,5384
2004-03-12,5352,5352,5352
2004-03-15,5280,5280,5280
2004-03-16,5204,5204,5204
2004-03-17,5122,5122,5122
2004-03-18,5058,5058,5058
2004-03-19,5045,5045,5045
2004-03-22,5042,5042,5042
2004-03-23,5044,5044,5044
2004-03-24,5033,5033,5033
2004-03-25,4999,4999,4999
2004-03-26,4959,4959,4959
2004-03-29,4927,4927,4927
2004-03-30,4886,4886,4886
2004-03-31,4822,4822,4822
2004-04-01,4763,4763,4763
2004-04-02,4716,4716,4716
2004-04-05,4675,4675,4675
2004-04-06,4631,4631,4631
2004-04-07,4604,4604,4604
2004-04-08,4566,4566,4566
2004-04-13,4552,4552,4552
2004-04-14,4571,4571,4571
2004-04-15,4590,4590,4590
2004-04-16,4610,4610,4610
2004-04-19,4635,4635,4635
2004-04-20,4640,4640,4640
2004-04-21,4616,4616,4616
2004-04-22,4545,4545,4545
2004-04-23,4461,4461,4461
2004-04-26,4368,4368,4368
2004-04-27,4229,4229,4229
2004-04-28,4064,4064,4064
2004-04-29,3982,3982,3982
2004-04-30,3982,3982,3982
2004-05-04,3933,3933,3933
2004-05-05,3909,3909,3909
2004-05-06,3910,3910,3910
2004-05-07,3924,3924,3924
2004-05-10,3928,3928,3928
2004-05-11,3900,3900,3900
2004-05-12,3827,3827,3827
2004-05-13,3747,3747,3747
2004-05-14,3638,3638,3638
2004-05-17,3535,3535,3535
2004-05-18,3452,3452,3452
2004-05-19,3391,3391,3391
2004-05-20,3348,3348,3348
2004-05-21,3336,3336,3336
2004-05-24,3331,3331,3331
2004-05-25,3327,3327,3327
2004-05-26,3308,3308,3308
2004-05-27,3288,3288,3288
2004-05-28,3286,3286,3286
2004-06-01,3282,3282,3282
2004-06-02,3266,3266,3266
2004-06-03,3239,3239,3239
2004-06-04,3185,3185,3185
2004-06-07,3134,3134,3134
2004-06-08,3067,3067,3067
2004-06-09,3006,3006,3006
2004-06-10,2939,2939,2939
2004-06-11,2887,2887,2887
2004-06-14,2849,2849,2849
2004-06-15,2810,2810,2810
2004-06-16,2762,2762,2762
2004-06-17,2718,2718,2718
2004-06-18,2667,2667,2667
2004-06-21,2634,2634,2634
2004-06-22,2622,2622,2622
2004-06-23,2632,2632,2632
2004-06-24,2682,2682,2682
2004-06-25,2742,2742,2742
2004-06-28,2812,2812,2812
2004-06-29,2895,2895,2895
2004-06-30,3005,3005,3005
2004-07-01,3115,3115,3115
2004-07-02,3207,3207,3207
2004-07-05,3287,3287,3287
2004-07-06,3400,3400,3400
2004-07-07,3545,3545,3545
2004-07-08,3716,3716,3716
2004-07-09,3902,3902,3902
2004-07-12,4025,4025,4025
2004-07-13,4086,4086,4086
2004-07-14,4068,4068,4068
2004-07-15,4021,4021,4021
2004-07-16,3971,3971,3971
2004-07-19,3930,3930,3930
2004-07-20,3888,3888,3888
2004-07-21,3841,3841,3841
2004-07-22,3800,3800,3800
2004-07-23,3799,3799,3799
2004-07-26,3814,3814,3814
2004-07-27,3832,3832,3832
2004-07-28,3877,3877,3877
2004-07-29,3953,3953,3953
2004-07-30,4048,4048,4048
2004-08-02,4100,4100,4100
2004-08-03,4177,4177,4177
2004-08-04,4205,4205,4205
2004-08-05,4180,4180,4180
2004-08-06,4129,4129,4129
2004-08-09,4100,4100,4100
2004-08-10,4088,4088,4088
2004-08-11,4098,4098,4098
2004-08-12,4120,4120,4120
2004-08-13,4148,4148,4148
2004-08-16,4161,4161,4161
2004-08-17,4180,4180,4180
2004-08-18,4188,4188,4188
2004-08-19,4193,4193,4193
2004-08-20,4195,4195,4195
2004-08-23,4206,4206,4206
2004-08-24,4213,4213,4213
2004-08-25,4224,4224,4224
2004-08-26,4233,4233,4233
2004-08-27,4225,4225,4225
2004-08-31,4186,4186,4186
2004-09-01,4134,4134,4134
2004-09-02,4077,4077,4077
2004-09-03,4040,4040,4040
2004-09-06,4014,4014,4014
2004-09-07,4018,4018,4018
2004-09-08,4056,4056,4056
2004-09-09,4109,4109,4109
2004-09-10,4163,4163,4163
2004-09-13,4192,4192,4192
2004-09-14,4205,4205,4205
2004-09-15,4208,4208,4208
2004-09-16,4214,4214,4214
2004-09-17,4220,4220,4220
2004-09-20,4233,4233,4233
2004-09-21,4229,4229,4229
2004-09-22,4222,4222,4222
2004-09-23,4180,4180,4180
2004-09-24,4149,4149,4149
2004-09-27,4123,4123,4123
2004-09-28,4106,4106,4106
2004-09-29,4100,4100,4100
2004-09-30,4105,4105,4105
2004-10-01,4112,4112,4112
2004-10-04,4130,4130,4130
2004-10-05,4157,4157,4157
2004-10-06,4190,4190,4190
2004-10-07,4254,4254,4254
2004-10-08,4313,4313,4313
2004-10-11,4354,4354,4354
2004-10-12,4408,4408,4408
2004-10-13,4473,4473,4473
2004-10-14,4522,4522,4522
2004-10-15,4572,4572,4572
2004-10-18,4602,4602,4602
2004-10-19,4625,4625,4625
2004-10-20,4663,4663,4663
2004-10-21,4727,4727,4727
2004-10-22,4786,4786,4786
2004-10-25,4828,4828,4828
2004-10-26,4877,4877,4877
2004-10-27,4901,4901,4901
2004-10-28,4912,4912,4912
2004-10-29,4922,4922,4922
2004-11-01,4928,4928,4928
2004-11-02,4937,4937,4937
2004-11-03,4950,4950,4950
2004-11-04,4994,4994,4994
2004-11-05,5027,5027,5027
2004-11-08,5040,5040,5040
2004-11-09,5060,5060,5060
2004-11-10,5082,5082,5082
2004-11-11,5107,5107,5107
2004-11-12,5125,5125,5125
2004-11-15,5152,5152,5152
2004-11-16,5191,5191,5191
2004-11-17,5264,5264,5264
2004-11-18,5335,5335,5335
2004-11-19,5393,5393,5393
2004-11-22,5442,5442,5442
2004-11-23,5514,5514,5514
2004-11-24,5626,5626,5626
2004-11-25,5734,5734,5734
2004-11-26,5870,5870,5870
2004-11-29,5974,5974,5974
2004-11-30,6051,6051,6051
2004-12-01,6092,6092,6092
2004-12-02,6134,6134,6134
2004-12-03,6172,6172,6172
2004-12-06,6208,6208,6208
2004-12-07,6200,6200,6200
2004-12-08,6136,6136,6136
2004-12-09,6013,6013,6013
2004-12-10,5877,5877,5877
2004-12-13,5747,5747,5747
2004-12-14,5551,5551,5551
2004-12-15,5363,5363,5363
2004-12-16,5176,5176,5176
2004-12-17,5003,5003,5003
2004-12-20,4899,4899,4899
2004-12-21,4812,4812,4812
2004-12-22,4719,4719,4719
2004-12-23,4639,4639,4639
2004-12-24,4598,4598,4598
2005-01-04,4456,4456,4456
2005-01-05,4395,4395,4395
2005-01-06,4405,4405,4405
2005-01-07,4485,4485,4485
2005-01-10,4627,4627,4627
2005-01-11,4726,4726,4726
2005-01-12,4776,4776,4776
2005-01-13,4774,4774,4774
2005-01-14,4721,4721,4721
2005-01-17,4668,4668,4668
2005-01-18,4591,4591,4591
2005-01-19,4471,4471,4471
2005-01-20,4358,4358,4358
2005-01-21,4301,4301,4301
2005-01-24,4292,4292,4292
2005-01-25,4307,4307,4307
2005-01-26,4340,4340,4340
2005-01-27,4396,4396,4396
2005-01-28,4461,4461,4461
2005-01-31,4488,4488,4488
2005-02-01,4470,4470,4470
2005-02-02,4408,4408,4408
2005-02-03,4313,4313,4313
2005-02-04,4246,4246,4246
2005-02-07,4192,4192,4192
2005-02-08,4175,4175,4175
2005-02-09,4223,4223,4223
2005-02-10,4320,4320,4320
2005-02-11,4378,4378,4378
2005-02-14,4446,4446,4446
2005-02-15,4511,4511,4511
2005-02-16,4593,4593,4593
2005-02-17,4685,4685,4685
2005-02-18,4763,4763,4763
2005-02-21,4833,4833,4833
2005-02-22,4878,4878,4878
2005-02-23,4880,4880,4880
2005-02-24,4834,4834,4834
2005-02-25,4771,4771,4771
2005-02-28,4726,4726,4726
2005-03-01,4663,4663,4663
2005-03-02,4619,4619,4619
2005-03-03,4619,4619,4619
2005-03-04,4652,4652,4652
2005-03-07,4700,4700,4700
2005-03-08,4745,4745,4745
2005-03-09,4781,4781,4781
2005-03-10,4791,4791,4791
2005-03-11,4768,4768,4768
2005-03-14,4741,4741,4741
2005-03-15,4685,4685,4685
2005-03-16,4596,4596,4596
2005-03-17,4575,4575,4575
2005-03-18,4625,4625,4625
2005-03-21,4665,4665,4665
2005-03-22,4679,4679,4679
2005-03-23,4685,4685,4685
2005-03-24,4685,4685,4685
2005-03-29,4672,4672,4672
2005-03-30,4653,4653,4653
2005-03-31,4637,4637,4637
2005-04-01,4627,4627,4627
2005-04-04,4631,4631,4631
2005-04-05,4649,4649,4649
2005-04-06,4660,4660,4660
2005-04-07,4676,4676,4676
2005-04-08,4699,4699,4699
2005-04-11,4721,4721,4721
2005-04-12,4753,4753,4753
2005-04-13,4804,4804,4804
2005-04-14,4824,4824,4824
2005-04-15,4835,4835,4835
2005-04-18,4810,4810,4810
2005-04-19,4735,4735,4735
2005-04-20,4620,4620,4620
2005-04-21,4504,4504,4504
2005-04-22,4381,4381,4381
2005-04-25,4284,4284,4284
2005-04-26,4172,4172,4172
2005-04-27,4026,4026,4026
2005-04-28,3921,3921,3921
2005-04-29,3850,3850,3850
2005-05-03,3815,3815,3815
2005-05-04,3835,3835,3835
2005-05-05,3898,3898,3898
2005-05-06,3969,3969,3969
2005-05-09,4024,4024,4024
2005-05-10,4016,4016,4016
2005-05-11,3931,3931,3931
2005-05-12,3832,3832,3832
2005-05-13,3770,3770,3770
2005-05-16,3737,3737,3737
2005-05-17,3695,3695,3695
2005-05-18,3637,3637,3637
2005-05-19,3559,3559,3559
2005-05-20,3523,3523,3523
2005-05-23,3496,3496,3496
2005-05-24,3430,3430,3430
2005-05-25,3366,3366,3366
2005-05-26,3317,3317,3317
2005-05-27,3279,3279,3279
2005-05-31,3219,3219,3219
2005-06-01,3180,3180,3180
2005-06-02,3125,3125,3125
2005-06-03,3093,3093,3093
2005-06-06,3041,3041,3041
2005-06-07,2995,2995,2995
2005-06-08,2931,2931,2931
2005-06-09,2889,2889,2889
2005-06-10,2821,2821,2821
2005-06-13,2762,2762,2762
2005-06-14,2705,2705,2705
2005-06-15,2636,2636,2636
2005-06-16,2586,2586,2586
2005-06-17,2543,2543,2543
2005-06-20,2518,2518,2518
2005-06-21,2510,2510,2510
2005-06-22,2548,2548,2548
2005-06-23,2593,2593,2593
2005-06-24,2617,2617,2617
2005-06-27,2621,2621,2621
2005-06-28,2606,2606,2606
2005-06-29,2573,2573,2573
2005-06-30,2521,2521,2521
2005-07-01,2486,2486,2486
2005-07-04,2461,2461,2461
2005-07-05,2434,2434,2434
2005-07-06,2402,2402,2402
2005-07-07,2384,2384,2384
2005-07-08,2365,2365,2365
2005-07-11,2354,2354,2354
2005-07-12,2345,2345,2345
2005-07-13,2338,2338,2338
2005-07-14,2320,2320,2320
2005-07-15,2307,2307,2307
2005-07-18,2285,2285,2285
2005-07-19,2247,2247,2247
2005-07-20,2201,2201,2201
2005-07-21,2133,2133,2133
2005-07-22,2054,2054,2054
2005-07-25,2004,2004,2004
2005-07-26,1951,1951,1951
2005-07-27,1896,1896,1896
2005-07-28,1851,1851,1851
2005-07-29,1804,1804,1804
2005-08-01,1769,1769,1769
2005-08-02,1749,1749,1749
2005-08-03,1747,1747,1747
2005-08-04,1769,1769,1769
2005-08-05,1819,1819,1819
2005-08-08,1868,1868,1868
2005-08-09,1907,1907,1907
2005-08-10,1959,1959,1959
2005-08-11,2044,2044,2044
2005-08-12,2125,2125,2125
2005-08-15,2169,2169,2169
2005-08-16,2215,2215,2215
2005-08-17,2286,2286,2286
2005-08-18,2372,2372,2372
2005-08-19,2478,2478,2478
2005-08-22,2567,2567,2567
2005-08-23,2612,2612,2612
2005-08-24,2634,2634,2634
2005-08-25,2631,2631,2631
2005-08-26,2625,2625,2625
2005-08-30,2608,2608,2608
2005-08-31,2592,2592,2592
2005-09-01,2548,2548,2548
2005-09-02,2479,2479,2479
2005-09-05,2424,2424,2424
2005-09-06,2418,2418,2418
2005-09-07,2480,2480,2480
2005-09-08,2561,2561,2561
2005-09-09,2626,2626,2626
2005-09-12,2701,2701,2701
2005-09-13,2766,2766,2766
2005-09-14,2819,2819,2819
2005-09-15,2885,2885,2885
2005-09-16,2949,2949,2949
2005-09-19,2977,2977,2977
2005-09-20,3011,3011,3011
2005-09-21,3056,3056,3056
2005-09-22,3073,3073,3073
2005-09-23,3069,3069,3069
2005-09-26,3058,3058,3058
2005-09-27,3011,3011,3011
2005-09-28,2953,2953,2953
2005-09-29,2907,2907,2907
2005-09-30,2907,2907,2907
2005-10-03,2944,2944,2944
2005-10-04,2981,2981,2981
2005-10-05,3019,3019,3019
2005-10-06,3062,3062,3062
2005-10-07,3098,3098,3098
2005-10-10,3137,3137,3137
2005-10-11,3202,3202,3202
2005-10-12,3273,3273,3273
2005-10-13,3337,3337,3337
2005-10-14,3370,3370,3370
2005-10-17,3361,3361,3361
2005-10-18,3305,3305,3305
2005-10-19,3227,3227,3227
2005-10-20,3162,3162,3162
2005-10-21,3130,3130,3130
2005-10-24,3116,3116,3116
2005-10-25,3125,3125,3125
2005-10-26,3139,3139,3139
2005-10-27,3149,3149,3149
2005-10-28,3140,3140,3140
2005-10-31,3113,3113,3113
2005-11-01,3081,3081,3081
2005-11-02,3030,3030,3030
2005-11-03,2988,2988,2988
2005-11-04,2967,2967,2967
2005-11-07,2945,2945,2945
2005-11-08,2935,2935,2935
2005-11-09,2946,2946,2946
2005-11-10,3004,3004,3004
2005-11-11,3033,3033,3033
2005-11-14,3048,3048,3048
2005-11-15,3029,3029,3029
2005-11-16,2991,2991,2991
2005-11-17,2935,2935,2935
2005-11-18,2898,2898,2898
2005-11-21,2869,2869,2869
2005-11-22,2837,2837,2837
2005-11-23,2810,2810,2810
2005-11-24,2786,2786,2786
2005-11-25,2757,2757,2757
2005-11-28,2739,2739,2739
2005-11-29,2743,2743,2743
2005-11-30,2770,2770,2770
2005-12-01,2772,2772,2772
2005-12-02,2767,2767,2767
2005-12-05,2764,2764,2764
2005-12-06,2746,2746,2746
2005-12-07,2693,2693,2693
2005-12-08,2650,2650,2650
2005-12-09,2639,2639,2639
2005-12-12,2624,2624,2624
2005-12-13,2613,2613,2613
2005-12-14,2582,2582,2582
2005-12-15,2566,2566,2566
2005-12-16,2536,2536,2536
2005-12-19,2510,2510,2510
2005-12-20,2475,2475,2475
2005-12-21,2439,2439,2439
2005-12-22,2417,2417,2417
2005-12-23,2407,2407,2407
2006-01-03,2438,2438,2438
2006-01-04,2468,2468,2468
2006-01-05,2495,2495,2495
2006-01-06,2497,2497,2497
2006-01-09,2493,2493,2493
2006-01-10,2470,2470,2470
2006-01-11,2428,2428,2428
2006-01-12,2382,2382,2382
2006-01-13,2341,2341,2341
2006-01-16,2307,2307,2307
2006-01-17,2263,2263,2263
2006-01-18,2214,2214,2214
2006-01-19,2169,2169,2169
2006-01-20,2121,2121,2121
2006-01-23,2084,2084,2084
2006-01-24,2050,2050,2050
2006-01-25,2033,2033,2033
2006-01-26,2037,2037,2037
2006-01-27,2057,2057,2057
2006-01-30,2069,2069,2069
2006-01-31,2081,2081,2081
2006-02-01,2087,2087,2087
2006-02-02,2115,2115,2115
2006-02-03,2145,2145,2145
2006-02-06,2167,2167,2167
2006-02-07,2192,2192,2192
2006-02-08,2223,2223,2223
2006-02-09,2256,2256,2256
2006-02-10,2297,2297,2297
2006-02-13,2328,2328,2328
2006-02-14,2389,2389,2389
2006-02-15,2484,2484,2484
2006-02-16,2621,2621,2621
2006-02-17,2740,2740,2740
2006-02-20,2798,2798,2798
2006-02-21,2792,2792,2792
2006-02-22,2668,2668,2668
2006-02-23,2626,2626,2626
2006-02-24,2622,2622,2622
2006-02-27,2644,2644,2644
2006-02-28,2680,2680,2680
2006-03-01,2708,2708,2708
2006-03-02,2698,2698,2698
2006-03-03,2682,2682,2682
2006-03-06,2674,2674,2674
2006-03-07,2667,2667,2667
2006-03-08,2682,2682,2682
2006-03-09,2702,2702,2702
2006-03-10,2704,2704,2704
2006-03-13,2697,2697,2697
2006-03-14,2666,2666,2666
2006-03-15,2605,2605,2605
2006-03-16,2537,2537,2537
2006-03-17,2502,2502,2502
2006-03-20,2493,2493,2493
2006-03-21,2511,2511,2511
2006-03-22,2526,2526,2526
2006-03-23,2550,2550,2550
2006-03-24,2565,2565,2565
2006-03-27,2569,2569,2569
2006-03-28,2533,2533,2533
2006-03-29,2510,2510,2510
2006-03-30,2496,2496,2496
2006-03-31,2496,2496,2496
2006-04-03,2508,2508,2508
2006-04-04,2513,2513,2513
2006-04-05,2508,2508,2508
2006-04-06,2504,2504,2504
2006-04-07,2514,2514,2514
2006-04-10,2516,2516,2516
2006-04-11,2515,2515,2515
2006-04-12,2504,2504,2504
2006-04-13,2503,2503,2503
2006-04-18,2495,2495,2495
2006-04-19,2479,2479,2479
2006-04-20,2451,2451,2451
2006-04-21,2434,2434,2434
2006-04-24,2421,2421,2421
2006-04-25,2397,2397,2397
2006-04-26,2378,2378,2378
2006-04-27,2370,2370,2370
2006-04-28,2368,2368,2368
2006-05-02,2364,2364,2364
2006-05-03,2365,2365,2365
2006-05-04,2372,2372,2372
2006-05-05,2383,2383,2383
2006-05-08,2399,2399,2399
2006-05-09,2414,2414,2414
2006-05-10,2440,2440,2440
2006-05-11,2472,2472,2472
2006-05-12,2491,2491,2491
2006-05-15,2501,2501,2501
2006-05-16,2502,2502,2502
2006-05-17,2492,2492,2492
2006-05-18,2482,2482,2482
2006-05-19,2479,2479,2479
2006-05-22,2476,2476,2476
2006-05-23,2468,2468,2468
2006-05-24,2453,2453,2453
2006-05-25,2442,2442,2442
2006-05-26,2432,2432,2432
2006-05-30,2416,2416,2416
2006-05-31,2436,2436,2436
2006-06-01,2478,2478,2478
2006-06-02,2514,2514,2514
2006-06-05,2551,2551,2551
2006-06-06,2580,2580,2580
2006-06-07,2599,2599,2599
2006-06-08,2631,2631,2631
2006-06-09,2653,2653,2653
2006-06-12,2672,2672,2672
2006-06-13,2699,2699,2699
2006-06-14,2715,2715,2715
2006-06-15,2723,2723,2723
2006-06-16,2725,2725,2725
2006-06-19,2728,2728,2728
2006-06-20,2729,2729,2729
2006-06-21,2739,2739,2739
2006-06-22,2774,2774,2774
2006-06-23,2808,2808,2808
2006-06-26,2829,2829,2829
2006-06-27,2862,2862,2862
2006-06-28,2898,2898,2898
2006-06-29,2935,2935,2935
2006-06-30,2964,2964,2964
2006-07-03,2983,2983,2983
2006-07-04,2965,2965,2965
2006-07-05,2926,2926,2926
2006-07-06,2894,2894,2894
2006-07-07,2870,2870,2870
2006-07-10,2864,2864,2864
2006-07-11,2849,2849,2849
2006-07-12,2865,2865,2865
2006-07-13,2905,2905,2905
2006-07-14,2968,2968,2968
2006-07-17,3004,3004,3004
2006-07-18,3053,3053,3053
2006-07-19,3116,3116,3116
2006-07-20,3162,3162,3162
2006-07-21,3191,3191,3191
2006-07-24,3202,3202,3202
2006-07-25,3221,3221,3221
2006-07-26,3227,3227,3227
2006-07-27,3236,3236,3236
2006-07-28,3260,3260,3260
2006-07-31,3285,3285,3285
2006-08-01,3337,3337,3337
2006-08-02,3450,3450,3450
2006-08-03,3560,3560,3560
2006-08-04,3617,3617,3617
2006-08-07,3654,3654,3654
2006-08-08,3679,3679,3679
2006-08-09,3678,3678,3678
2006-08-10,3681,3681,3681
2006-08-11,3714,3714,3714
2006-08-14,3755,3755,3755
2006-08-15,3824,3824,3824
2006-08-16,3841,3841,3841
2006-08-17,3812,3812,3812
2006-08-18,3755,3755,3755
2006-08-21,3720,3720,3720
2006-08-22,3672,3672,3672
2006-08-23,3633,3633,3633
2006-08-24,3644,3644,3644
2006-08-25,3690,3690,3690
2006-08-29,3750,3750,3750
2006-08-30,3795,3795,3795
2006-08-31,3847,3847,3847
2006-09-01,3875,3875,3875
2006-09-04,3882,3882,3882
2006-09-05,3882,3882,3882
2006-09-06,3877,3877,3877
2006-09-07,3888,3888,3888
2006-09-08,3914,3914,3914
2006-09-11,3948,3948,3948
2006-09-12,4010,4010,4010
2006-09-13,4129,4129,4129
2006-09-14,4207,4207,4207
2006-09-15,4258,4258,4258
2006-09-18,4279,4279,4279
2006-09-19,4275,4275,4275
2006-09-20,4244,4244,4244
2006-09-21,4200,4200,4200
2006-09-22,4136,4136,4136
2006-09-25,4069,4069,4069
2006-09-26,3979,3979,3979
2006-09-27,3915,3915,3915
2006-09-28,3911,3911,3911
2006-09-29,3944,3944,3944
2006-10-02,3956,3956,3956
2006-10-03,3960,3960,3960
2006-10-04,3941,3941,3941
2006-10-05,3931,3931,3931
2006-10-06,3964,3964,3964
2006-10-09,4015,4015,4015
2006-10-10,4042,4042,4042
2006-10-11,4070,4070,4070
2006-10-12,4126,4126,4126
2006-10-13,4169,4169,4169
2006-10-16,4182,4182,4182
2006-10-17,4159,4159,4159
2006-10-18,4109,4109,4109
2006-10-19,4053,4053,4053
2006-10-20,4017,4017,4017
2006-10-23,3996,3996,3996
2006-10-24,3978,3978,3978
2006-10-25,3960,3960,3960
2006-10-26,3955,3955,3955
2006-10-27,3982,3982,3982
2006-10-30,4006,4006,4006
2006-10-31,4037,4037,4037
2006-11-01,4100,4100,4100
2006-11-02,4146,4146,4146
2006-11-03,4188,4188,4188
2006-11-06,4214,4214,4214
2006-11-07,4242,4242,4242
2006-11-08,4256,4256,4256
2006-11-09,4245,4245,4245
2006-11-10,4210,4210,4210
2006-11-13,4180,4180,4180
2006-11-14,4153,4153,4153
2006-11-15,4134,4134,4134
2006-11-16,4121,4121,4121
2006-11-17,4129,4129,4129
2006-11-20,4137,4137,4137
2006-11-21,4138,4138,4138
2006-11-22,4144,4144,4144
2006-11-23,4163,4163,4163
2006-11-24,4185,4185,4185
2006-11-27,4208,4208,4208
2006-11-28,4255,4255,4255
2006-11-29,4298,4298,4298
2006-11-30,4336,4336,4336
2006-12-01,4369,4369,4369
2006-12-04,4400,4400,4400
2006-12-05,4407,4407,4407
2006-12-06,4367,4367,4367
2006-12-07,4323,4323,4323
2006-12-08,4294,4294,4294
2006-12-11,4275,4275,4275
2006-12-12,4270,4270,4270
2006-12-13,4294,4294,4294
2006-12-14,4307,4307,4307
2006-12-15,4318,4318,4318
2006-12-18,4324,4324,4324
2006-12-19,4330,4330,4330
2006-12-20,4336,4336,4336
2006-12-21,4362,4362,4362
2006-12-22,4397,4397,4397
2007-01-02,4421,4421,4421
2007-01-03,4452,4452,4452
2007-01-04,4494,4494,4494
2007-01-05,4539,4539,4539
2007-01-08,4579,4579,4579
2007-01-09,4617,4617,4617
2007-01-10,4640,4640,4640
2007-01-11,4647,4647,4647
2007-01-12,4642,4642,4642
2007-01-15,4629,4629,4629
2007-01-16,4555,4555,4555
2007-01-17,4481,4481,4481
2007-01-18,4411,4411,4411
2007-01-19,4362,4362,4362
2007-01-22,4340,4340,4340
2007-01-23,4360,4360,4360
2007-01-24,4381,4381,4381
2007-01-25,4385,4385,4385
2007-01-26,4367,4367,4367
2007-01-29,4343,4343,4343
2007-01-30,4287,4287,4287
2007-01-31,4225,4225,4225
2007-02-01,4219,4219,4219
2007-02-02,4243,4243,4243
2007-02-05,4265,4265,4265
2007-02-06,4291,4291,4291
2007-02-07,4313,4313,4313
2007-02-08,4323,4323,4323
